학교ID,학교명,method,offset_m,reach_nodes,reach_edge_len_m,n_parts,v3_area_m2,v3_ratio,v2_osmnx_area_m2,valhalla_area_m2,v3_vs_v2,v3_vs_valhalla
KLOCAL-8dd20cefda1ca1a9,마리아유치원,exact_edge_trim_v3,12.6,114,10211.9,1,395201,0.5032,,,,
KLOCAL-1b4643e77630943f,무지개유치원,exact_edge_trim_v3,9.6,122,9074.0,1,344778,0.439,,,,
KLOCAL-d6dfad898c1c6e59,미래유치원,exact_edge_trim_v3,22.4,65,5385.0,1,233378,0.2971,,,,
KLOCAL-b1ebeb063c6b35bf,밀알유치원,exact_edge_trim_v3,14.7,104,9346.5,1,395691,0.5038,,,,
KLOCAL-4fc071e233a4b10e,보나유치원,exact_edge_trim_v3,17.0,69,6013.1,1,220490,0.2807,,,,
KLOCAL-cec3aed5db587e4f,보람유치원,exact_edge_trim_v3,13.3,140,10726.6,1,397844,0.5066,,,,
KLOCAL-c23244892488770c,산곡유치원,exact_edge_trim_v3,20.7,49,5356.9,1,250788,0.3193,,,,
KLOCAL-89f989b3e811883f,산들유치원,exact_edge_trim_v3,23.6,25,4551.1,1,282696,0.3599,,,,
KLOCAL-d8bc2d350c1a4b3f,삼산유치원,exact_edge_trim_v3,22.9,49,5550.2,1,259576,0.3305,,,,
KLOCAL-e9f605efb8473d0b,상아유치원,exact_edge_trim_v3,14.4,72,4536.1,1,164790,0.2098,,,,
KLOCAL-a038d3e4ea578813,새빛솔금유치원,exact_edge_trim_v3,20.0,218,15404.2,1,496556,0.6322,,,,
KLOCAL-7db8731930533c91,서해유치원,exact_edge_trim_v3,8.7,172,15152.8,1,501657,0.6387,,,,
KLOCAL-2f487e44a994a758,성심유치원,exact_edge_trim_v3,17.6,144,14163.5,1,546672,0.696,,,,
KLOCAL-ad69756960486f7d,숲속유치원,exact_edge_trim_v3,29.4,3,634.8,1,46348,0.059,,,,
KLOCAL-93134beb67614dd4,아란유치원,exact_edge_trim_v3,26.9,50,4423.8,1,220197,0.2804,,,,
KLOCAL-1e0f6cb24019a829,엄지유치원,exact_edge_trim_v3,15.1,26,3057.2,1,144578,0.1841,,,,
KLOCAL-a9d87dc7c78bb460,에코프라임유치원,exact_edge_trim_v3,7.4,68,4503.9,1,143432,0.1826,,,,
KLOCAL-b40f58f5747ed00c,연세유치원,exact_edge_trim_v3,22.9,58,6131.9,1,321583,0.4095,,,,
KLOCAL-a75ab82d043d1d3c,열림유치원,exact_edge_trim_v3,47.7,39,4869.2,1,235287,0.2996,,,,
KLOCAL-b9f9b3b6acb3e646,열우물유치원,exact_edge_trim_v3,12.8,73,7011.4,1,334654,0.4261,,,,
KLOCAL-1923165e7aafe096,영광유치원,exact_edge_trim_v3,17.7,52,4840.3,1,242166,0.3083,,,,
KLOCAL-2dec811cf063913d,예그랑유치원,exact_edge_trim_v3,17.2,65,6347.2,1,334762,0.4262,,,,
KLOCAL-28fe79464ba28534,예림유치원,exact_edge_trim_v3,36.9,126,10093.9,1,387090,0.4929,,,,
KLOCAL-56a50a91ae4989cb,예소담유치원,exact_edge_trim_v3,11.4,127,10785.0,1,361230,0.4599,,,,
KLOCAL-dbea3b1337a43ee7,예원유치원,exact_edge_trim_v3,16.8,109,6405.9,1,254574,0.3241,,,,
KLOCAL-b160ba4a3527af43,은현유치원,exact_edge_trim_v3,9.0,196,12892.5,1,395702,0.5038,,,,
KLOCAL-314ae4685daf3578,이든유치원,exact_edge_trim_v3,33.2,101,6539.2,1,299793,0.3817,,,,
KLOCAL-2a7e08fead8ef96b,이바유치원,exact_edge_trim_v3,15.3,62,6791.2,1,322719,0.4109,,,,
KLOCAL-d50e97c5d449d3e1,이화유치원,exact_edge_trim_v3,28.2,36,4152.7,1,249961,0.3183,,,,
KLOCAL-00d7d85e52a053a8,인천갈월초등학교병설유치원,exact_edge_trim_v3,23.2,190,12485.5,1,423071,0.5387,,,,
KLOCAL-02221618c55c5603,인천계양초등학교병설유치원,exact_edge_trim_v3,35.2,57,7294.2,1,345869,0.4404,,,,
KLOCAL-795e68028ccfe327,인천굴포초등학교병설유치원,exact_edge_trim_v3,54.1,70,5201.9,1,237236,0.3021,,,,
KLOCAL-2e27b0337e9883ca,인천귤현초등학교병설유치원,exact_edge_trim_v3,14.7,45,5513.7,1,237353,0.3022,,,,
KLOCAL-528dcc8ceefc1f83,인천금마초등학교병설유치원,exact_edge_trim_v3,47.0,9,1692.7,1,115231,0.1467,,,,
KLOCAL-5d2374027a21efe0,인천길주초등학교병설유치원,exact_edge_trim_v3,27.9,80,6414.8,1,256359,0.3264,,,,
KLOCAL-0fab6c92ee3a52d6,인천당산초등학교병설유치원,exact_edge_trim_v3,27.1,30,2783.8,1,130240,0.1658,,,,
KLOCAL-36fdf3552e15dcd7,인천동암초등학교병설유치원,exact_edge_trim_v3,37.8,109,8486.4,1,362403,0.4614,,,,
KLOCAL-fa0b23e1b953919a,인천마곡초등학교병설유치원,exact_edge_trim_v3,35.6,29,3109.6,1,170459,0.217,,,,
KLOCAL-4dfa29d594589afd,인천명현초등학교병설유치원,exact_edge_trim_v3,34.8,82,7919.9,1,360398,0.4589,,,,
KLOCAL-2ee6cf805dfe4f3f,인천미산초등학교병설유치원,exact_edge_trim_v3,61.8,39,3376.0,1,156797,0.1996,,,,
KLOCAL-245e760a0802fd93,인천백운초등학교병설유치원,exact_edge_trim_v3,52.9,12,2193.3,1,142029,0.1808,,,,
KLOCAL-7738df6499839a0d,인천부개서초등학교병설유치원,exact_edge_trim_v3,42.8,44,5491.3,1,276478,0.352,,,,
KLOCAL-43e30ed66f88da53,인천부개초등학교병설유치원,exact_edge_trim_v3,45.1,80,9010.7,1,409528,0.5214,,,,
KLOCAL-549b4c127ea514d3,인천부광초등학교병설유치원,exact_edge_trim_v3,66.2,108,8231.8,1,326575,0.4158,,,,
KLOCAL-106cec12938f9093,인천부마초등학교병설유치원,exact_edge_trim_v3,35.2,38,4488.3,1,259970,0.331,,,,
KLOCAL-5b76fc7bb28b95d2,인천부원초등학교병설유치원,exact_edge_trim_v3,52.0,36,4246.2,1,240347,0.306,,,,
KLOCAL-1b7dad99867a6eaf,인천부일초등학교병설유치원,exact_edge_trim_v3,87.0,31,2973.4,1,181999,0.2317,,,,
KLOCAL-ebb7f219b7dc3c02,인천부평남초등학교병설유치원,exact_edge_trim_v3,37.0,74,7032.4,1,309246,0.3937,,,,
KLOCAL-7268e62cbbfb14b0,인천부평동초등학교병설유치원,exact_edge_trim_v3,14.3,107,10471.4,1,397109,0.5056,,,,
KLOCAL-e7025d490b504a01,인천부평북초등학교병설유치원,exact_edge_trim_v3,64.2,59,5542.0,1,291911,0.3717,,,,
KLOCAL-ccc93f34c68fe601,인천부평서초등학교병설유치원,exact_edge_trim_v3,11.5,160,12476.2,1,462640,0.5891,,,,
KLOCAL-036b8dcaab889693,인천부현초등학교병설유치원,exact_edge_trim_v3,28.6,113,9443.1,1,351868,0.448,,,,
KLOCAL-c2742aa23baa310a,인천산곡초등학교병설유치원,exact_edge_trim_v3,44.8,26,3336.4,1,196148,0.2497,,,,
KLOCAL-249efd582bc3c17a,인천상정초등학교병설유치원,exact_edge_trim_v3,17.5,25,4727.0,1,290193,0.3695,,,,
KLOCAL-f772a80f44ffb1a0,인천서운초등학교병설유치원,exact_edge_trim_v3,43.8,35,4934.6,1,297008,0.3782,,,,
KLOCAL-fec14b51fc4d9297,인천성지초등학교병설유치원,exact_edge_trim_v3,40.0,67,6175.1,1,321466,0.4093,,,,
KLOCAL-92309078310854ad,인천소양초등학교병설유치원,exact_edge_trim_v3,54.8,65,6809.3,1,304704,0.388,,,,
KLOCAL-7de363a40d49f18a,인천안남초등학교병설유치원,exact_edge_trim_v3,12.2,135,12604.2,1,461211,0.5872,,,,
KLOCAL-1e7e2df89b52dc62,인천안산초등학교병설유치원,exact_edge_trim_v3,17.5,61,5716.3,1,254984,0.3247,,,,
KLOCAL-b0f87221d172f370,인천양촌초등학교병설유치원,exact_edge_trim_v3,76.8,69,5045.9,1,229018,0.2916,,,,
KLOCAL-d59c3c131dfc2700,인천영선초등학교병설유치원,exact_edge_trim_v3,52.1,47,4778.1,1,224492,0.2858,,,,
KLOCAL-01a5916f0b28e44c,인천용마초등학교병설유치원,exact_edge_trim_v3,29.3,45,5251.4,1,302823,0.3856,,,,
KLOCAL-78746bcfc6086f14,인천청천초등학교병설유치원,exact_edge_trim_v3,5.6,38,6187.4,1,389451,0.4959,,,,
KLOCAL-dcebf30aba91b8e1,인천해서초등학교병설유치원,exact_edge_trim_v3,45.3,87,6761.1,1,235258,0.2995,,,,
KLOCAL-896263eeca0cb24e,인천화전유치원,exact_edge_trim_v3,27.1,168,8938.5,1,290271,0.3696,,,,
KLOCAL-a458fa05dd151711,인천후정초등학교병설유치원,exact_edge_trim_v3,58.6,42,2549.3,1,115036,0.1465,,,,
KLOCAL-e340aa37ee0b17d0,자연유치원,exact_edge_trim_v3,18.5,102,7389.4,1,288054,0.3668,,,,
KLOCAL-3e7958b6a4d50a61,정민유치원,exact_edge_trim_v3,10.1,89,7923.2,1,339584,0.4324,,,,
KLOCAL-bfc36b4ee580645c,정원유치원,exact_edge_trim_v3,8.2,126,10485.6,1,434892,0.5537,,,,
KLOCAL-008b28233ec0cee2,청담유치원,exact_edge_trim_v3,16.0,77,8677.5,1,427661,0.5445,,,,
KLOCAL-0308f9e9a9e42dfd,청원유치원,exact_edge_trim_v3,23.6,41,4272.5,1,221086,0.2815,,,,
KLOCAL-3a53daf795aebc01,프렌즈유치원,exact_edge_trim_v3,17.1,37,2569.1,1,110479,0.1407,,,,
KLOCAL-3604491d53b601b4,한빛유치원,exact_edge_trim_v3,19.3,114,10038.8,1,390498,0.4972,,,,
KLOCAL-ace02cf4887a0b04,해마루유치원,exact_edge_trim_v3,55.9,3,737.9,1,53874,0.0686,,,,
KLOCAL-c8f91a641f618071,해승유치원,exact_edge_trim_v3,21.0,65,7668.8,1,361930,0.4608,,,,
KLOCAL-410831a720cf17a1,햇살유치원,exact_edge_trim_v3,19.8,50,4469.7,1,209866,0.2672,,,,
KLOCAL-db47790fb79ebb49,현대유치원,exact_edge_trim_v3,15.7,114,9321.5,1,341979,0.4354,,,,
KLOCAL-624dd65d9a69a6fd,홍익유치원,exact_edge_trim_v3,14.2,74,6431.5,1,265011,0.3374,,,,
KLOCAL-d4bd51f655c7d518,경서유치원,exact_edge_trim_v3,9.1,74,8673.8,1,347339,0.4422,,,,
KLOCAL-8a9b86e4d794522b,꼬마정원유치원,exact_edge_trim_v3,21.5,24,4179.4,1,212668,0.2708,,,,
KLOCAL-6fa4617437939184,꿈드림유치원,exact_edge_trim_v3,29.5,129,10468.5,1,410217,0.5223,,,,
KLOCAL-c3dd9c1d20fd07e2,다은유치원,exact_edge_trim_v3,22.0,158,10899.2,1,305452,0.3889,,,,
KLOCAL-b3e032dc919c404c,드림유치원,exact_edge_trim_v3,12.5,202,14752.6,1,404893,0.5155,,,,
KLOCAL-9c183b9823ea39ea,리라유치원,exact_edge_trim_v3,12.0,51,7230.4,1,328111,0.4178,,,,
KLOCAL-d73e3aece4b7ed2b,명문유치원,exact_edge_trim_v3,17.6,73,7091.5,1,313512,0.3992,,,,
KLOCAL-8e217d7a0b8a977c,무지개유치원,exact_edge_trim_v3,15.3,62,6922.3,1,308408,0.3927,,,,
KLOCAL-25824987347b89df,바다유치원,exact_edge_trim_v3,10.7,173,13054.2,1,484682,0.6171,,,,
KLOCAL-9caec56ae5d4653c,사랑샘유치원,exact_edge_trim_v3,7.1,20,3000.3,1,168680,0.2148,,,,
KLOCAL-d19a0e7bb3217421,산새소리유치원,exact_edge_trim_v3,32.1,47,6577.8,1,314125,0.4,,,,
KLOCAL-266ed741dd996b8d,산울림유치원,exact_edge_trim_v3,45.2,15,2528.5,1,175016,0.2228,,,,
KLOCAL-660f3e0dcf70c20f,새한신유치원,exact_edge_trim_v3,18.2,102,8425.3,1,388024,0.494,,,,
KLOCAL-3e73ad45d397e6b0,세라유치원,exact_edge_trim_v3,9.6,50,6311.0,1,281086,0.3579,,,,
KLOCAL-5f31278c2ab82f0a,아림유치원,exact_edge_trim_v3,28.7,31,3698.2,1,196410,0.2501,,,,
KLOCAL-7b4637c902db7d09,아이사랑유치원,exact_edge_trim_v3,11.3,71,9029.8,1,395747,0.5039,,,,
KLOCAL-23e886f24f770204,엔젤유치원,exact_edge_trim_v3,37.2,68,4691.9,1,172661,0.2198,,,,
KLOCAL-a86f6ae287b18882,연희유치원,exact_edge_trim_v3,14.6,47,5889.9,1,301787,0.3842,,,,
KLOCAL-7a8ef99aafe1ff7b,예빛유치원,exact_edge_trim_v3,12.0,64,7384.2,1,308095,0.3923,,,,
KLOCAL-97068fb68321a483,예인유치원,exact_edge_trim_v3,16.2,39,5119.7,1,250251,0.3186,,,,
KLOCAL-432cd97ec470568e,예일유치원,exact_edge_trim_v3,17.4,105,8681.8,1,317209,0.4039,,,,
KLOCAL-696372f793199769,예지유치원,exact_edge_trim_v3,43.7,13,2558.9,1,142953,0.182,,,,
KLOCAL-3e82cc8bc9518c92,은하유치원,exact_edge_trim_v3,20.2,70,7219.6,1,303844,0.3869,,,,
KLOCAL-3c3f330218751057,인천가림초등학교병설유치원,exact_edge_trim_v3,40.5,148,11450.3,1,431919,0.5499,,,,
KLOCAL-2eee87a9fad3f959,인천가석초등학교병설유치원,exact_edge_trim_v3,56.2,29,2974.4,1,149571,0.1904,,,,
KLOCAL-1b478ca1f5cbe41e,인천가원초등학교병설유치원,exact_edge_trim_v3,40.9,149,10008.1,1,278168,0.3542,,,,
KLOCAL-8f015ad565f90f24,인천가정초등학교병설유치원,exact_edge_trim_v3,50.9,33,3033.6,1,152699,0.1944,,,,
KLOCAL-0b89b3cbc388c8d7,인천가현초등학교병설유치원,exact_edge_trim_v3,30.0,28,4241.4,1,230521,0.2935,,,,
KLOCAL-0867a880c4b46df2,인천건지초등학교병설유치원,exact_edge_trim_v3,65.6,20,3779.7,1,248077,0.3159,,,,
KLOCAL-19767c56f265491f,인천검단꿈유치원,exact_edge_trim_v3,37.8,28,3941.4,1,230989,0.2941,,,,
KLOCAL-7be51d44cb858bb5,인천검단나래유치원,exact_edge_trim_v3,37.7,15,2814.5,1,177112,0.2255,,,,
KLOCAL-ad2e055c24bd547e,인천검단초등학교병설유치원,exact_edge_trim_v3,56.3,20,4292.5,1,232994,0.2967,,,,
KLOCAL-7934e4a94676471a,인천검단호수초등학교병설유치원,exact_edge_trim_v3,159.5,9,1595.8,1,100244,0.1276,,,,
KLOCAL-262e10d1e210408c,인천검암유치원,exact_edge_trim_v3,47.5,52,6126.2,1,292264,0.3721,,,,
KLOCAL-0af8f94d48e29a3b,인천경명초등학교병설유치원,exact_edge_trim_v3,43.7,80,3233.8,1,105461,0.1343,,,,
KLOCAL-daa57df0a81440cd,인천경서초등학교병설유치원,exact_edge_trim_v3,33.1,41,5403.2,1,263834,0.3359,,,,
KLOCAL-ba11a51bc0806260,인천경연초등학교병설유치원,exact_edge_trim_v3,24.4,101,8716.0,1,287569,0.3661,,,,
KLOCAL-c2e4523109105612,인천공촌초등학교병설유치원,exact_edge_trim_v3,62.1,26,2955.4,1,157620,0.2007,,,,
KLOCAL-6a31f4d9b5c5f65d,인천금곡초등학교병설유치원,exact_edge_trim_v3,30.5,38,4883.1,1,276568,0.3521,,,,
KLOCAL-382a4eb638edccdb,인천능내초등학교병설유치원,exact_edge_trim_v3,45.1,74,6012.7,1,248580,0.3165,,,,
KLOCAL-de70b1ea59f110a7,인천단봉초등학교병설유치원,exact_edge_trim_v3,41.6,32,4430.1,1,242517,0.3088,,,,
KLOCAL-710c5518488064ab,인천당하초등학교병설유치원,exact_edge_trim_v3,37.4,25,4087.5,1,243955,0.3106,,,,
KLOCAL-e939ece928361ded,인천도담초등학교병설유치원,exact_edge_trim_v3,37.9,205,14061.8,1,362287,0.4613,,,,
KLOCAL-ddac7c3a8a0d5a08,인천마전초등학교병설유치원,exact_edge_trim_v3,44.0,41,2962.6,1,132663,0.1689,,,,
KLOCAL-f4753e5542369632,인천목향초등학교병설유치원,exact_edge_trim_v3,58.5,5,1527.2,1,102458,0.1305,,,,
KLOCAL-7d5c804848608a29,인천발산초등학교병설유치원,exact_edge_trim_v3,52.0,24,4038.9,1,254316,0.3238,,,,
KLOCAL-f9046d59bd98116e,인천백석초등학교병설유치원,exact_edge_trim_v3,33.5,18,4077.8,1,252859,0.3219,,,,
KLOCAL-d817fae7029ed452,인천봉수초등학교병설유치원,exact_edge_trim_v3,16.0,52,8439.5,1,378645,0.4821,,,,
KLOCAL-9cedf6cf5469db38,인천봉화초등학교병설유치원,exact_edge_trim_v3,24.8,20,4929.2,1,350417,0.4462,,,,
KLOCAL-1c92f7fa634fb5f3,인천불로초등학교병설유치원,exact_edge_trim_v3,25.1,13,3210.9,1,202868,0.2583,,,,
KLOCAL-7eca59cf2b27adeb,인천서곶초등학교병설유치원,exact_edge_trim_v3,27.8,45,5778.8,1,288857,0.3678,,,,
KLOCAL-d1881d2f856ac1b3,인천서로꿈유치원,exact_edge_trim_v3,23.6,32,2707.0,1,112488,0.1432,,,,
KLOCAL-e67fb17cb81b7ac2,인천서현유치원,exact_edge_trim_v3,26.8,34,3522.0,1,177988,0.2266,,,,
KLOCAL-2def53f46a779e53,인천석남초등학교병설유치원,exact_edge_trim_v3,50.5,19,2572.2,1,151268,0.1926,,,,
KLOCAL-2da09589001a6ae4,인천신석초등학교병설유치원,exact_edge_trim_v3,27.4,83,7118.9,1,297653,0.379,,,,
KLOCAL-7e2349d1d3ce7603,인천신현북초등학교병설유치원,exact_edge_trim_v3,32.5,61,6121.8,1,288216,0.367,,,,
KLOCAL-b833eeda1290da9f,인천아라꿈유치원,exact_edge_trim_v3,57.2,7,1787.3,1,125477,0.1598,,,,
KLOCAL-f32ece23bc8b2d5a,인천아라초등학교병설유치원,exact_edge_trim_v3,26.7,7,1418.8,1,99985,0.1273,,,,
KLOCAL-cc5ca2ff5c2c1840,인천아람초등학교병설유치원,exact_edge_trim_v3,57.8,36,2334.4,1,94862,0.1208,,,,
KLOCAL-6ab54af3a2193b78,인천양지초등학교병설유치원,exact_edge_trim_v3,54.7,50,4538.9,1,205173,0.2612,,,,
KLOCAL-aa8da85a8f6b19b9,인천완정초등학교병설유치원,exact_edge_trim_v3,49.1,77,6024.9,1,281809,0.3588,,,,
KLOCAL-0fdcd04de8b6ed6d,인천왕길초등학교병설유치원,exact_edge_trim_v3,42.0,84,7173.4,1,323917,0.4124,,,,
KLOCAL-55058525ba8494ab,인천원당초등학교병설유치원,exact_edge_trim_v3,39.1,17,2295.6,1,125665,0.16,,,,
KLOCAL-4c7d06e164ffce6c,인천은지초등학교병설유치원,exact_edge_trim_v3,40.0,43,6209.1,1,313924,0.3997,,,,
KLOCAL-7b7d4c15574d22f9,인천이음초등학교병설유치원,exact_edge_trim_v3,99.5,3,1629.5,1,113593,0.1446,,,,
KLOCAL-1fd9f21caa124372,인천창신초등학교병설유치원,exact_edge_trim_v3,33.2,26,3986.4,1,225653,0.2873,,,,
KLOCAL-df8423dbb089d99c,인천청라초등학교병설유치원,exact_edge_trim_v3,50.3,145,9641.7,1,262969,0.3348,,,,
KLOCAL-55f85ae587a7a257,인천청람초등학교병설유치원,exact_edge_trim_v3,40.7,193,9524.9,1,298135,0.3796,,,,
KLOCAL-1106537bcfb62fe4,인천청일초등학교병설유치원,exact_edge_trim_v3,46.5,98,8217.6,1,265210,0.3377,,,,
KLOCAL-4a424ece4c3030f0,인천초은초등학교병설유치원,exact_edge_trim_v3,7.8,120,7624.9,1,238588,0.3038,,,,
KLOCAL-b71b3fb614f2b85a,인천푸른빛유치원,exact_edge_trim_v3,26.1,93,9604.9,1,317674,0.4045,,,,
KLOCAL-a89bac762d6f5efb,인천한들초등학교병설유치원,exact_edge_trim_v3,65.2,20,3361.3,1,187288,0.2385,,,,
KLOCAL-4ff73e805db03cdf,인천한별초등학교병설유치원,exact_edge_trim_v3,65.9,6,1579.9,1,103063,0.1312,,,,
KLOCAL-2b9a80a829c012d7,인천해든초등학교병설유치원,exact_edge_trim_v3,50.1,14,2239.1,1,148721,0.1894,,,,
KLOCAL-bfe5172d21d17747,인천해원초등학교병설유치원,exact_edge_trim_v3,40.7,296,16277.2,1,397132,0.5056,,,,
KLOCAL-136bbfeb0cacbeb0,일영유치원,exact_edge_trim_v3,15.5,52,7250.8,1,350275,0.446,,,,
KLOCAL-d8c137ce638ca39b,재은유치원,exact_edge_trim_v3,7.5,62,5553.5,1,245485,0.3126,,,,
KLOCAL-960ae6297334b559,청라새싹유치원,exact_edge_trim_v3,18.1,50,6553.9,1,343395,0.4372,,,,
KLOCAL-9c3128f86f9e804f,청라유치원,exact_edge_trim_v3,22.7,270,15005.0,1,402045,0.5119,,,,
KLOCAL-287edcd5656c8d18,큰사랑유치원,exact_edge_trim_v3,12.8,93,6595.7,1,241051,0.3069,,,,
KLOCAL-8550dfd9204474b8,프라임청라유치원,exact_edge_trim_v3,19.4,198,9717.4,1,321029,0.4087,,,,
KLOCAL-6ea342592d10ee06,한샘유치원,exact_edge_trim_v3,17.4,114,9704.6,1,393787,0.5014,,,,
KLOCAL-3c0aa6a5169882ee,한울유치원,exact_edge_trim_v3,40.3,23,2711.5,1,155574,0.1981,,,,
KLOCAL-1f328ba143036bf8,해나라유치원,exact_edge_trim_v3,25.9,24,4251.4,1,244005,0.3107,,,,
KLOCAL-ca7704409b2eeaf2,희망찬유치원,exact_edge_trim_v3,15.7,44,5884.1,1,307681,0.3918,,,,
B000030928,인천검단가온중학교,exact_edge_trim_v3,64.9,24,3631.2,1,197933,0.252,,,,
