학교ID,학교명,학교급,원자료_지역명,학교명_학교급_대조,원자료_기준일,앱_분석,확장_환경_분석,확장_KNN_비교기관수,확장_학교수요_모형,확장_지역전망_연결,확장_공원경로_상태,확장_후보격자수,학원_환경_연결,연결_공시행수,연결_공시항목수,연결_공시항목코드,연결_공시연도,과학전람회_확인기록수,학생발명대회_확인기록수,수능_학교점수,학업성취_학교수치,진로_연결_조사연도,진로_최근_상태,확장_직선권_연령인구_상태,확장_보행권_연령인구_상태,55_최신공시_상태,55_최신공시_연도,56_최신공시_상태,56_최신공시_연도,59_최신공시_상태,59_최신공시_연도,90_최신공시_상태,90_최신공시_연도
B000008777,남인천여자중학교,중학교,미추홀구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,96,geocoded_observations_only,176,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008778,인화여자중학교,중학교,미추홀구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,90,geocoded_observations_only,179,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008779,용현여자중학교,중학교,미추홀구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,68,geocoded_observations_only,169,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008780,제물포여자중학교,중학교,미추홀구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,101,geocoded_observations_only,163,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008781,인주중학교,중학교,미추홀구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,84,geocoded_observations_only,179,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008782,인하대학교사범대학부속중학교,중학교,미추홀구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,89,geocoded_observations_only,167,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008783,연평중학교,중학교,옹진군,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,옹진군,no_valid_route_within_search_scope,8,geocoded_observations_only,115,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,missing_age_observations,estimated,available,2026,available,2026,available,2026,available,2026
B000008784,대청중학교,중학교,옹진군,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,옹진군,no_valid_route_within_search_scope,11,geocoded_observations_only,119,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,missing_age_observations,missing_age_observations,available,2026,available,2026,available,2026,available,2026
B000008785,영흥중학교,중학교,옹진군,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,옹진군,no_valid_route_within_search_scope,12,geocoded_observations_only,139,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008786,덕적중학교,중학교,옹진군,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,옹진군,no_valid_route_within_search_scope,10,geocoded_observations_only,118,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008787,백령중학교,중학교,옹진군,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,옹진군,no_valid_route_within_search_scope,12,geocoded_observations_only,143,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,missing_age_observations,missing_age_observations,available,2026,available,2026,available,2026,available,2026
B000008788,부평동중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,73,geocoded_observations_only,163,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008789,부원중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,107,geocoded_observations_only,175,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,2,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008790,부평중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,109,geocoded_observations_only,162,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008791,산곡중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,86,geocoded_observations_only,160,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008792,산곡남중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,102,geocoded_observations_only,173,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008793,부평서중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,91,geocoded_observations_only,162,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,2,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008794,동암중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,86,geocoded_observations_only,163,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008795,부원여자중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,105,geocoded_observations_only,173,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008796,부평여자중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,83,geocoded_observations_only,168,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008797,인천동수중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,80,geocoded_observations_only,167,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008798,산곡여자중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,100,geocoded_observations_only,173,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008799,부평서여자중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,91,geocoded_observations_only,158,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008800,청천중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,81,geocoded_observations_only,178,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008801,갈산중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,96,geocoded_observations_only,174,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008802,삼산중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,95,geocoded_observations_only,176,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008803,부흥중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,89,geocoded_observations_only,177,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008804,부광중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,87,geocoded_observations_only,175,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008805,구산중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,74,geocoded_observations_only,178,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008806,인천상정중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,79,geocoded_observations_only,169,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008807,부일중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,90,geocoded_observations_only,170,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008808,진산중학교,중학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,84,geocoded_observations_only,176,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008809,인천중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,74,geocoded_observations_only,150,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008810,인천여자중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,63,geocoded_observations_only,167,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008812,선학중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,54,geocoded_observations_only,175,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008813,연수중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,79,geocoded_observations_only,173,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008814,청학중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,102,geocoded_observations_only,164,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008815,청량중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,90,geocoded_observations_only,179,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008816,신송중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,69,geocoded_observations_only,178,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,2,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008817,연화중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,88,geocoded_observations_only,176,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008818,연성중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,81,geocoded_observations_only,180,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008819,함박중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,94,geocoded_observations_only,163,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008820,옥련중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,84,geocoded_observations_only,170,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008821,인송중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,49,geocoded_observations_only,176,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008822,인천해송중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,51,geocoded_observations_only,175,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,4,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008823,인천신정중학교,중학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,50,geocoded_observations_only,175,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,1,6,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008824,동인천중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,108,geocoded_observations_only,166,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008825,상인천중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,98,geocoded_observations_only,163,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008826,만수중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,87,geocoded_observations_only,157,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008827,구월중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,110,geocoded_observations_only,171,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,2,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008828,만수북중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,58,geocoded_observations_only,169,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008829,상인천여자중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,105,geocoded_observations_only,164,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008830,간석여자중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,86,geocoded_observations_only,161,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008831,구월여자중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,100,geocoded_observations_only,168,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008832,만수여자중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,82,geocoded_observations_only,166,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008833,남동중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,67,geocoded_observations_only,177,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,3,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000008834,인천서창중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,51,geocoded_observations_only,176,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008835,인천사리울중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,33,geocoded_observations_only,173,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008836,석정중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,82,geocoded_observations_only,175,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008837,인천정각중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,108,geocoded_observations_only,174,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,available,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000008838,인천동방중학교,중학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,78,geocoded_observations_only,179,32,0|04|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,1,미확보,미확보,2025|2026,available,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
