학교ID,학교명,학교급,원자료_지역명,학교명_학교급_대조,원자료_기준일,앱_분석,확장_환경_분석,확장_KNN_비교기관수,확장_학교수요_모형,확장_지역전망_연결,확장_공원경로_상태,확장_후보격자수,학원_환경_연결,연결_공시행수,연결_공시항목수,연결_공시항목코드,연결_공시연도,과학전람회_확인기록수,학생발명대회_확인기록수,수능_학교점수,학업성취_학교수치,진로_연결_조사연도,진로_최근_상태,확장_직선권_연령인구_상태,확장_보행권_연령인구_상태,55_최신공시_상태,55_최신공시_연도,56_최신공시_상태,56_최신공시_연도,59_최신공시_상태,59_최신공시_연도,90_최신공시_상태,90_최신공시_연도
B000012259,신명여자고등학교,고등학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,79,geocoded_observations_only,186,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012260,숭덕여자고등학교,고등학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,62,geocoded_observations_only,206,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,missing_age_observations,estimated,available,2026,available,2026,available,2026,available,2026
B000012261,문일여자고등학교,고등학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,105,geocoded_observations_only,204,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012262,부평고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,112,geocoded_observations_only,187,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,1,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012263,부광고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,95,geocoded_observations_only,185,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012264,인천상정고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,83,geocoded_observations_only,185,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012265,부개여자고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,71,geocoded_observations_only,183,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012266,부광여자고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,94,geocoded_observations_only,183,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012267,부평여자고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,109,geocoded_observations_only,183,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000012268,인천산곡고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,103,geocoded_observations_only,199,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012269,인천진산과학고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,71,geocoded_observations_only,174,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,16,4,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012270,인천부흥고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,86,geocoded_observations_only,190,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012271,부개고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,81,geocoded_observations_only,190,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012272,삼산고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,68,geocoded_observations_only,201,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012273,인천영선고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,73,geocoded_observations_only,200,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012274,세일고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,81,geocoded_observations_only,187,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012275,제일고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,82,geocoded_observations_only,188,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012276,명신여자고등학교,고등학교,부평구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,81,geocoded_observations_only,188,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012277,계양고등학교,고등학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,76,geocoded_observations_only,178,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,2,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012278,계산고등학교,고등학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,88,geocoded_observations_only,179,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012279,작전고등학교,고등학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,108,geocoded_observations_only,180,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000012280,계산여자고등학교,고등학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,85,geocoded_observations_only,182,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012281,인천세원고등학교,고등학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,60,geocoded_observations_only,184,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012282,작전여자고등학교,고등학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,103,geocoded_observations_only,191,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000012283,인천효성고등학교,고등학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,88,geocoded_observations_only,198,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012284,서운고등학교,고등학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,72,geocoded_observations_only,199,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000012285,안남고등학교,고등학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,92,geocoded_observations_only,192,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000012286,인천청라고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,79,geocoded_observations_only,196,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,1,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000012287,인천초은고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,83,geocoded_observations_only,205,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012288,백석고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,36,geocoded_observations_only,214,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012289,가정고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,70,geocoded_observations_only,219,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012290,가림고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,71,geocoded_observations_only,202,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000012291,가좌고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,64,geocoded_observations_only,207,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
