학교ID,학교명,gu,iso_park_count,iso_park_area,buf_park_count,buf_park_area,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,iso_green_ratio,iso_green_ratio_raw,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,case_label,priority_rank,is_island_tag,student_slope,is_new_school,nearest_park_dist_m,apt_blocked_m2,apt_gap_ratio,access_ratio,blocked_park_count,blocked_park_intersect_m2,current_green_ratio,corrected_green_ratio,green_ratio_delta,iso_green_ratio_before_apt,nearest_park_name,iso_official_park_count,iso_functional_park_count,iso_neighborhood_scale_park_count,iso_playground_like_count,iso_small_child_park_count,iso_mid_activity_park_count,graph_nearest_official_park_dist_m,graph_nearest_official_park_name,nearest_functional_park_dist_m,nearest_functional_park_name,nearest_functional_park_area_m2,nearest_functional_park_function_class,nearest_neighborhood_scale_park_dist_m,nearest_neighborhood_scale_park_name,nearest_neighborhood_scale_park_area_m2,nearest_official_route_dist_m,nearest_official_route_detour_ratio,nearest_official_major_road_crossing_count,nearest_official_large_intersection_flag,nearest_official_accident_hotspot_flag,nearest_official_barrier_level,nearest_official_barrier_label,nearest_official_barrier_summary,nearest_official_barrier_description,nearest_functional_route_dist_m,nearest_functional_route_detour_ratio,nearest_functional_major_road_crossing_count,nearest_functional_large_intersection_flag,nearest_functional_accident_hotspot_flag,nearest_functional_barrier_level,nearest_functional_barrier_label,nearest_functional_barrier_summary,nearest_functional_barrier_description,nearest_official_park_dist_m,nearest_official_park_name,nearest_official_park_type,nearest_official_park_area_m2,nearest_official_park_function_class,nearest_official_park_function_label,official_to_functional_gap_m,official_to_neighborhood_gap_m,no_official_park_flag,only_micro_park_flag,no_functional_park_flag,no_neighborhood_scale_park_flag,activity_space_limited_flag,nominal_access_gap_flag,neighborhood_scale_gap_flag,near_park_low_green_imbalance_flag,access_condition_type,access_condition_label,access_condition_description,access_condition_priority
B000002964,인천송현초등학교,동구,2,505.8652479350755,4,10426.312025327505,328,201,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-143402.92647058825,2.0,3.0,0,0,1,예정만,0.226300307790341,0.226300307790341,0,0,1,0,223537.1453421712,2,505.8652479350755,low,접근 가능하나 녹지 부족,34.0,0,-69.91428571428571,0,182.0,113947.0015,0.145082,0.5,2.0,259.3264,0.2263,0.226734,0.000434,0.2263,화수13공원,1,0,0,1,0,0,182.0,화수13공원,609.3,화도진공원,20830.0,neighborhood_park_scale,609.3,화도진공원,20830.0,182.0,1.029,0,False,False,1,일부 보행 부담,지구 내 간선도로 1회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,609.3,1.21,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,182.0,화수13공원,어린이공원,415.8,playground_like,놀이터급·초소형 공간,427.29999999999995,427.29999999999995,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000002965,인천창영초등학교,동구,1,1027.148151557153,1,1027.148151557153,190,121,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-127346.05739705882,2.0,3.0,0,1,0,진행중포함,0.5480790386337815,0.5480790386337815,0,0,0,0,187408.7639106881,1,1027.148151557153,low,접근 가능하나 녹지 부족,51.0,0,15.657142857142857,0,43.4,9514.9388,0.012115,1.0,0.0,0.0,0.548079,0.521597,-0.026482,0.548079,창영공원,1,0,0,1,0,0,43.4,창영공원,788.6,솔마루공원,4613.8,mid_activity_park,1023.7,송현공원,73323.7,43.4,0.418,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,788.6,1.252,0,False,True,2,보행 부담 높음,지구 내 간선도로 2회 · 사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",43.4,창영공원,어린이공원,1028.8,playground_like,놀이터급·초소형 공간,745.2,980.3000000000001,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000002966,인천송림초등학교,동구,3,7865.572830310814,4,48465.66283640237,480,301,Q4,2.8823529411764706,2.117647058823529,131177.18088235296,-52210.88088235296,3.0,2.0,0,1,2,진행중포함,1.9298303990683008,1.9298303990683008,2,0,0,0,407578.4501118969,3,7865.572830310814,middle,"접근 가능, 중간 수준",31.0,0,27.0,0,281.0,73707.0394,0.093847,0.75,1.0,10799.5743,1.92983,3.878186,1.948356,1.92983,솔마루공원,4,1,0,3,0,1,354.2,솔마루공원,354.2,솔마루공원,4613.8,mid_activity_park,739.4,송현공원,73323.7,354.2,1.12,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",354.2,1.12,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",281.0,솔마루공원,어린이공원,4613.8,mid_activity_park,중간 규모 활동공간,73.19999999999999,458.4,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000002967,인천서흥초등학교,동구,2,19076.754459717264,2,45702.03794615,386,259,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-63018.02647058824,4.0,1.0,0,0,0,없음,5.238971738865093,5.238971738865093,0,0,0,0,364131.6542747722,2,19076.754459717264,high,접근 양호,6.0,0,-58.14285714285715,0,208.0,68383.5292,0.087069,1.0,1.0,6337.1939,5.238972,5.875851,0.636879,5.238972,송현공원,0,0,0,0,0,0,505.5,송현공원,505.5,송현공원,73323.7,neighborhood_park_scale,505.5,송현공원,73323.7,505.5,1.044,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",505.5,1.044,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",208.0,송현공원,근린공원,73323.7,neighborhood_park_scale,근린공원급 활동공간,297.5,297.5,False,True,True,True,False,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000002968,인천서림초등학교,동구,0,0.0,0,0.0,408,270,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,1.0,4.0,0,0,2,예정만,0.0,0.0,0,0,0,0,387164.0643900504,0,0.0,,공원 접근 결핍,7.0,0,-36.00000000000001,0,728.0,38091.2245,0.048499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,송현공원,0,0,0,0,0,0,728.0,송현공원,728.0,송현공원,73323.7,neighborhood_park_scale,728.0,송현공원,73323.7,728.0,1.112,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",728.0,1.112,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",728.0,송현공원,근린공원,73323.7,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000002969,인천동명초등학교,동구,1,549.5762026223517,2,42242.92338263606,391,253,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,-71129.02647058824,2.0,3.0,0,0,1,예정만,0.1523607048822965,0.1523607048822965,0,0,1,0,360707.3116699722,1,549.5762026223517,low,접근 가능하나 녹지 부족,32.0,0,29.17142857142857,0,432.0,40303.4842,0.051316,0.5,1.0,321.3553,0.152361,0.217184,0.064823,0.152361,창영공원,0,0,0,0,0,0,650.3,창영공원,653.2,송현공원,73323.7,neighborhood_park_scale,653.2,송현공원,73323.7,650.3,1.438,0,False,False,1,일부 보행 부담,지구 내 간선도로 1회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,653.2,1.369,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,432.0,창영공원,어린이공원,1028.8,playground_like,놀이터급·초소형 공간,221.20000000000005,221.20000000000005,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000002970,영화초등학교,동구,1,1027.148151557153,1,1027.148151557153,226,143,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-127346.05739705882,2.0,3.0,0,1,1,진행중포함,0.4756300242898112,0.4756300242898112,0,0,0,0,215955.28017619217,1,1027.148151557153,low,접근 가능하나 녹지 부족,46.0,0,33.542857142857144,0,305.1,6951.5284,0.008851,1.0,0.0,0.0,0.47563,0.460797,-0.014833,0.47563,창영공원,1,0,0,1,0,0,305.1,창영공원,1027.3,송현공원,73323.7,neighborhood_park_scale,1027.3,송현공원,73323.7,305.1,2.292,0,False,False,3,접근 주의,우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",1027.3,1.434,0,False,False,1,일부 보행 부담,지구 내 간선도로 1회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,305.1,창영공원,어린이공원,1028.8,playground_like,놀이터급·초소형 공간,722.1999999999999,722.1999999999999,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000002971,인천숭의초등학교,미추홀구,0,0.0,0,0.0,239,153,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,2.0,3.0,0,1,0,진행중포함,0.0,0.0,0,0,0,1,218716.608263791,0,0.0,low,접근 가능하나 녹지 부족,23.0,0,-27.200000000000003,0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,주인공원,0,0,0,0,0,0,1115.2,주인공원,1115.2,주인공원,29775.0,neighborhood_park_scale,1115.2,주인공원,29775.0,1115.2,1.247,0,False,True,2,보행 부담 높음,지구 내 간선도로 2회 · 사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",1115.2,1.247,0,False,True,2,보행 부담 높음,지구 내 간선도로 2회 · 사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",54.0,주인공원,근린공원,29775.0,neighborhood_park_scale,근린공원급 활동공간,1061.2,1061.2,False,True,True,True,False,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000002972,인천용정초등학교,미추홀구,1,8718.026274925602,1,72496.86870561597,366,238,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,188241.27352941176,3.0,2.0,0,0,2,예정만,2.600076070231589,2.600076070231589,0,0,0,0,335298.8927800518,1,8718.026274925602,middle,"접근 가능, 중간 수준",45.0,0,-1.6285714285714283,0,50.0,0.0,0.0,1.0,0.0,0.0,2.600076,2.600076,0.0,2.600076,주인공원,0,0,0,0,0,0,887.7,주인공원,887.7,주인공원,29775.0,neighborhood_park_scale,887.7,주인공원,29775.0,887.7,1.123,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",887.7,1.123,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",50.0,주인공원,근린공원,29775.0,neighborhood_park_scale,근린공원급 활동공간,837.7,837.7,False,True,True,True,False,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000002973,인천용일초등학교,미추홀구,1,3433.777835966102,1,3433.777835966102,366,222,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,-141013.42647058825,2.0,3.0,0,0,2,예정만,0.8928494114540239,0.8928494114540239,0,0,0,0,384586.44782820914,1,3433.777835966102,low,접근 가능하나 녹지 부족,66.0,0,-44.62857142857143,0,331.7,1110.3206,0.001414,1.0,0.0,0.0,0.892849,0.890279,-0.00257,0.892849,용남공원,1,1,0,0,0,1,331.7,용남공원,331.7,용남공원,3439.3,mid_activity_park,777.0,재넘이어린이공원,10187.0,331.7,1.063,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",331.7,1.063,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",331.7,용남공원,어린이공원,3439.3,mid_activity_park,중간 규모 활동공간,0.0,445.3,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000002974,인천용현초등학교,미추홀구,5,8383.383278563573,7,49123.99038459251,685,441,Q4,2.8823529411764706,2.117647058823529,131177.18088235296,-70319.98088235296,3.0,2.0,0,0,0,없음,2.869651381442168,2.869651381442168,0,0,0,0,292139.43313039065,5,8383.383278563573,middle,"접근 가능, 중간 수준",51.0,0,40.88571428571429,0,299.0,125051.1836,0.15922,0.7142857142857143,1.0,3045.5208,2.869651,2.739492,-0.130159,2.869651,용정공원,3,0,0,3,0,0,299.0,용정공원,299.0,용정공원,29552.0,neighborhood_park_scale,299.0,용정공원,29552.0,299.0,1.148,0,False,True,2,보행 부담 높음,지구 내 간선도로 2회 · 사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",299.0,1.148,0,False,True,2,보행 부담 높음,지구 내 간선도로 2회 · 사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",299.0,용정공원,근린공원,29552.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000002975,인천용현남초등학교,미추홀구,0,0.0,4,51694.05723114791,27,17,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2.0,3.0,0,0,0,없음,0.0,0.0,1,0,0,1,34265.81322396923,0,0.0,low,접근 가능하나 녹지 부족,25.0,0,-8.142857142857142,0,497.0,67860.6408,0.086403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,햇님공원,0,0,0,0,0,0,992.7,미추홀_학익,1332.4,용정공원,29552.0,neighborhood_park_scale,1332.4,용정공원,29552.0,992.7,4.231,1,False,False,3,접근 주의,중간급 간선도로 1회 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",1332.4,3.907,1,False,False,3,접근 주의,중간급 간선도로 1회 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",497.0,햇님공원,어린이공원,601.1,playground_like,놀이터급·초소형 공간,835.4000000000001,835.4000000000001,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000002976,인천학산초등학교,미추홀구,5,5904.94881397195,7,21213.983902662912,302,218,Q3,2.485294117647059,2.514705882352941,144452.72647058824,-130822.82647058825,3.0,2.0,0,0,0,없음,2.845479808318261,2.845479808318261,0,0,0,0,207520.3203589732,5,5904.94881397195,middle,"접근 가능, 중간 수준",50.0,0,-35.857142857142854,0,74.1,107552.5402,0.13694,0.7142857142857143,2.0,4983.7374,2.84548,3.455926,0.610447,2.84548,모리포공원,2,0,0,0,2,0,74.1,모리포공원,74.1,모리포공원,5589.7,mid_activity_park,1323.9,재넘이어린이공원,10187.0,74.1,0.713,0,False,False,1,일부 보행 부담,지구 내 간선도로 1회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,74.1,0.713,0,False,False,1,일부 보행 부담,지구 내 간선도로 1회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,74.1,모리포공원,어린이공원,5589.7,mid_activity_park,중간 규모 활동공간,0.0,1249.8000000000002,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000002977,인천백학초등학교,미추홀구,5,90116.80527749988,6,214852.4337058359,362,206,Q3,2.485294117647059,2.514705882352941,144452.72647058824,71458.97352941177,4.0,1.0,0,0,1,예정만,28.69041298381313,28.69041298381313,0,0,0,0,314100.76016801485,5,90116.80527749988,high,접근 양호,64.0,0,-19.77142857142857,0,56.9,62638.0085,0.079753,0.8333333333333334,1.0,587.6526,28.690413,24.076221,-4.614192,28.690413,묵동공원,5,1,1,1,3,0,56.9,묵동공원,338.6,문학공원,209546.0,neighborhood_park_scale,338.6,문학공원,209546.0,56.9,0.678,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,338.6,1.29,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,56.9,묵동공원,어린이공원,1500.0,small_child_park,소규모 어린이공원급,281.70000000000005,281.70000000000005,False,False,False,False,False,False,False,False,functional_access_available,활동공원 접근 가능형,도보권 내 활동 가능 공원이 확인되는 유형입니다.,5
B000002978,인천도화초등학교,미추홀구,1,51475.0597493133,1,168166.1894093416,241,149,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,188241.27352941176,4.0,1.0,0,0,0,없음,26.60052385385585,26.60052385385585,0,0,0,1,193511.4512485504,1,51475.0597493133,high,접근 양호,60.0,0,-27.97142857142857,0,605.3,3596.6007,0.004579,1.0,1.0,3596.6007,26.600524,27.939833,1.339309,26.600524,수봉공원,0,0,0,0,0,0,605.3,수봉공원,605.3,수봉공원,332694.0,neighborhood_park_scale,605.3,수봉공원,332694.0,605.3,1.318,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",605.3,1.318,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",605.3,수봉공원,근린공원,332694.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000002979,인천문학초등학교,미추홀구,3,5030.791684510946,7,11474.960075200235,276,183,Q3,2.485294117647059,1.5147058823529411,144452.72647058824,-137547.02647058823,3.0,2.0,0,0,1,예정만,2.008905771584397,2.008905771584397,1,0,1,0,250424.4726492685,3,5030.791684510946,middle,"접근 가능, 중간 수준",33.0,0,-42.11428571428572,0,241.4,30173.6022,0.038418,0.4285714285714285,0.0,0.0,2.008906,1.792882,-0.216024,2.008906,소성어린이공원,2,0,0,2,0,0,241.4,소성어린이공원,370.3,삼호어린이공원,3933.3,mid_activity_park,1376.8,문학공원,209546.0,241.4,1.193,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,370.3,1.213,1,False,False,2,보행 부담 높음,중간급 간선도로 1회,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",241.4,소성어린이공원,어린이공원,1486.8,playground_like,놀이터급·초소형 공간,128.9,1135.3999999999999,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000002980,인천관교초등학교,미추홀구,4,6578.869634218654,7,15312.101675976555,510,331,Q4,2.8823529411764706,1.1176470588235294,131177.18088235296,-124587.48088235296,3.0,2.0,0,0,1,예정만,1.6718030258424468,1.6718030258424468,0,0,0,0,393519.4237911768,4,6578.869634218654,middle,"접근 가능, 중간 수준",20.0,0,-54.17142857142858,0,201.4,76482.4391,0.09738,0.5714285714285714,2.0,1383.8979,1.671803,1.694199,0.022396,1.671803,관교공원,4,0,0,0,4,0,201.4,관교공원,736.9,구월문화공원,3718.0,mid_activity_park,1072.5,중앙공원,351770.8,201.4,1.15,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,736.9,1.364,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,201.4,관교공원,어린이공원,1698.7,small_child_park,소규모 어린이공원급,535.5,871.1,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000002981,인천경원초등학교,미추홀구,2,1684.223566025193,5,4624.307027751227,595,388,Q4,2.8823529411764706,-0.8823529411764706,131177.18088235296,-128687.98088235296,2.0,3.0,0,1,1,진행중포함,0.5142,0.5142,0,0,1,0,327542.506033682,2,1684.223566025193,low,접근 가능하나 녹지 부족,48.0,0,-80.1142857142857,0,73.2,0.0,0.0,0.4,0.0,0.0,0.5142,0.5142,0.0,0.5142,비선거리공원,2,0,0,1,1,0,73.2,비선거리공원,754.4,하늘새어린이공원,6703.6,mid_activity_park,1123.2,석바위공원,47005.0,73.2,0.409,1,False,False,2,보행 부담 높음,주요 도시 간선도로 1회,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",754.4,1.201,3,True,True,3,접근 주의,주요 도시 간선도로 2회 · 중간급 간선도로 1회 · 대형 교차로 인접 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",73.2,비선거리공원,어린이공원,119.0,playground_like,놀이터급·초소형 공간,681.1999999999999,1050.0,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000002982,인천석암초등학교,미추홀구,0,0.0,0,0.0,531,318,Q4,2.8823529411764706,-2.8823529411764706,131177.18088235296,-131177.18088235296,1.0,4.0,0,0,1,예정만,0.0,0.0,0,0,0,0,236063.3926768865,0,0.0,,공원 접근 결핍,4.0,0,18.142857142857142,0,947.1,48646.236,0.061938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,주안공원,0,0,0,0,0,0,947.1,주안공원,947.1,주안공원,7974.2,mid_activity_park,1456.8,석바위공원,47005.0,947.1,1.08,0,False,False,1,일부 보행 부담,지구 내 간선도로 2회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,947.1,1.08,0,False,False,1,일부 보행 부담,지구 내 간선도로 2회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,947.1,주안공원,어린이공원,7974.2,mid_activity_park,중간 규모 활동공간,0.0,509.69999999999993,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000002983,인천남부초등학교,미추홀구,2,2248.9553414330376,4,15630.962456805457,631,381,Q4,2.8823529411764706,-0.8823529411764706,131177.18088235296,-126286.38088235295,2.0,3.0,0,0,1,예정만,0.5679379393550057,0.5679379393550057,0,0,1,0,395986.10791649617,2,2248.9553414330376,low,접근 가능하나 녹지 부족,53.0,0,-67.34285714285716,0,305.0,74724.7206,0.095142,0.5,2.0,9825.0011,0.567938,2.565048,1.99711,0.567938,사미공원,1,0,0,0,1,0,305.0,사미공원,708.7,승기어린이공원,8785.3,mid_activity_park,1246.3,미추홀공원,38950.0,305.0,1.086,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",708.7,1.826,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",305.0,사미공원,어린이공원,1652.0,small_child_park,소규모 어린이공원급,403.70000000000005,941.3,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000002984,인천승학초등학교,미추홀구,1,114431.70804629337,3,375481.60697279416,127,89,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,223395.9426029412,4.0,1.0,0,0,0,없음,71.4070674088551,71.4070674088551,0,0,1,0,160252.63632672702,1,114431.70804629337,high,접근 양호,73.0,0,-36.02857142857143,0,346.7,55469.0513,0.070625,0.3333333333333333,1.0,43741.422,71.407067,73.322776,1.915709,71.407067,중앙공원,1,1,1,0,0,0,346.7,중앙공원,346.7,중앙공원,351770.8,neighborhood_park_scale,346.7,중앙공원,351770.8,346.7,1.828,1,False,False,2,보행 부담 높음,중간급 간선도로 1회 · 우회 부담,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",346.7,1.828,1,False,False,2,보행 부담 높음,중간급 간선도로 1회 · 우회 부담,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",346.7,중앙공원,근린공원,351770.8,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,False,functional_access_with_barrier,보행부담 동반형,"활동 가능 공원은 있으나, 도달 경로에 간선도로 횡단 또는 교차로 부담이 포함될 수 있습니다.",4
