학교ID,학교명,gu,similarity_group,knn_k,similarity_features,selection_features,comparison_features,redev_status_simple,large_apt_flag,redev_none,redev_completed,redev_planned,large_apt_count_500m,large_apt_households_500m,current_students_2025,student_slope,recent_student_change_pct,trend_volatility,common_points,relative_strengths,relative_weaknesses,peer_avg_nearest_park_dist_m,peer_avg_iso_green_ratio,peer_avg_iso_playground_count,similar_school_1_id,similar_school_1_name,similar_school_1_gu,similar_school_1_distance,similar_school_1_nearest_park_dist_m,similar_school_1_iso_green_ratio,similar_school_1_iso_playground_count,similar_school_2_id,similar_school_2_name,similar_school_2_gu,similar_school_2_distance,similar_school_2_nearest_park_dist_m,similar_school_2_iso_green_ratio,similar_school_2_iso_playground_count,similar_school_3_id,similar_school_3_name,similar_school_3_gu,similar_school_3_distance,similar_school_3_nearest_park_dist_m,similar_school_3_iso_green_ratio,similar_school_3_iso_playground_count,similar_school_4_id,similar_school_4_name,similar_school_4_gu,similar_school_4_distance,similar_school_4_nearest_park_dist_m,similar_school_4_iso_green_ratio,similar_school_4_iso_playground_count,similar_school_5_id,similar_school_5_name,similar_school_5_gu,similar_school_5_distance,similar_school_5_nearest_park_dist_m,similar_school_5_iso_green_ratio,similar_school_5_iso_playground_count
B000025189,인천송명초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,4,5778,1173,-49.857,-0.0668,34.983,"현재 학생수는 1,173명으로, KNN 비교군 923~1,582명 범위에 가깝습니다 (평균 1,126명). | 학생수 추세는 연간 -49.9명 수준으로, KNN 비교군 평균 -44.9명과 비슷한 학생 수가 줄어드는 흐름입니다. | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 147.1m 더 가깝습니다,유사학교 평균보다 녹지 비율이 17.0%p 더 낮습니다,242.1,17.25,0.0,B000022832,인천한빛초등학교,남동구,1.1835,116.7,20.55,0,B000025226,인천송일초등학교,연수구,1.2232,441.4,41.21,0,B000025236,인천첨단초등학교,연수구,1.3361,100.0,0.0,0,B000025193,인천만월초등학교,남동구,1.3842,310.1,7.25,0,,,,,,,
B000025225,인천송빛초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,3036,762,0.0,0.0,0.0,"현재 학생수는 762명으로, KNN 비교군 0~1,934명 범위에 가깝습니다 (평균 964명). | 500m 안 대단지 아파트는 2개로, KNN 비교군도 1~8개 범위에 몰려 있습니다 (세대수 평균 4,312세대). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 도보권 놀이터 수가 6개 더 많습니다,유사학교 평균보다 최근접 공원 거리가 547.6m 더 멉니다 | 유사학교 평균보다 녹지 비율이 4.1%p 더 낮습니다,729.2,4.12,0.0,B000026155,인천한들초등학교,서구,1.5564,884.6,0.0,0,B000026471,인천신검단초등학교,서구,2.1744,1282.0,0.0,0,B000026466,인천아라초등학교,서구,2.896,166.0,16.49,0,B000026470,인천이음초등학교,서구,5.8848,584.1,0.0,0,,,,,,,
B000025256,인천송원초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,1281,753,-54.4,-0.1152,26.118,"500m 안 대단지 아파트는 2개로, KNN 비교군도 2~2개 범위에 몰려 있습니다 (세대수 평균 1,736세대). | 학교 주변 아동 규모는 184명으로, KNN 비교군 108~208명 범위와 비슷합니다 (평균 176명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 12.4%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 74.0m 더 가깝습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,293.0,8.35,0.0,B000026332,인천백석초등학교,서구,0.5641,159.3,7.64,0,B000003166,인천마전초등학교,서구,0.7102,386.8,1.44,0,B000003138,인천경서초등학교,서구,0.7472,421.2,2.61,0,B000003151,인천능내초등학교,서구,0.8628,204.8,21.72,0,,,,,,,
B000025226,인천송일초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,5,3792,980,-15.229,-0.0702,41.536,"최근 1년 학생수 증감률은 -7.0%로, KNN 비교군 -10.9~-3.1% 범위와 유사합니다 (평균 -6.3%). | 학교 주변 아동 규모는 156명으로, KNN 비교군 93~272명 범위와 비슷합니다 (평균 223명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 20.3%p 더 높습니다,유사학교 평균보다 최근접 공원 거리가 226.3m 더 멉니다,215.1,20.96,0.0,B000022832,인천한빛초등학교,남동구,0.9233,116.7,20.55,0,B000003089,인천고잔초등학교,남동구,0.928,80.4,11.65,0,B000003068,인천먼우금초등학교,연수구,0.9686,0.0,51.65,0,B000003164,인천가정초등학교,서구,1.0631,663.1,0.0,0,,,,,,,
B000003067,인천신송초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,6,3421,472,-55.029,-0.0817,19.641,"최근 1년 학생수 증감률은 -8.2%로, KNN 비교군 -14.0~-1.9% 범위와 유사합니다 (평균 -8.8%). | 현재 학생수는 472명으로, KNN 비교군 369~555명 범위에 가깝습니다 (평균 484명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 67.9%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 431.9m 더 가깝습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,431.9,10.31,0.0,B000003115,인천신대초등학교,계양구,0.5803,473.3,7.37,0,B000003155,인천목향초등학교,서구,0.9432,969.1,0.0,0,B000003017,인천부내초등학교,부평구,1.111,263.6,28.65,0,B000003103,인천담방초등학교,남동구,1.1635,21.6,5.21,0,,,,,,,
B000003065,인천신정초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,8,4682,1519,-3.943,0.0073,35.572,"현재 학생수는 1,519명으로, KNN 비교군 1,281~1,599명 범위에 가깝습니다 (평균 1,460명). | 최근 1년 학생수 증감률은 +0.7%로, KNN 비교군 -4.5~4.1% 범위와 유사합니다 (평균 -0.9%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 153.3m 더 가깝습니다,유사학교 평균보다 녹지 비율이 7.6%p 더 낮습니다,423.8,8.28,0.0,B000026333,인천가원초등학교,서구,1.6231,811.7,0.0,0,B000002974,인천용현초등학교,미추홀구,1.9472,299.0,2.87,0,B000026469,인천한별초등학교,서구,2.1049,213.0,13.59,0,B000003139,인천청라초등학교,서구,2.2689,371.4,16.65,0,,,,,,,
B000003058,인천연성초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,6,6020,732,-65.371,-0.0827,39.555,"학생수 추세는 연간 -65.4명 수준으로, KNN 비교군 평균 -65.5명과 비슷한 학생 수가 줄어드는 흐름입니다. | 현재 학생수는 732명으로, KNN 비교군 555~923명 범위에 가깝습니다 (평균 730명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 78.4m 더 멉니다 | 유사학교 평균보다 녹지 비율이 4.0%p 더 낮습니다,159.8,12.92,0.0,B000022832,인천한빛초등학교,남동구,0.9923,116.7,20.55,0,B000003017,인천부내초등학교,부평구,1.053,263.6,28.65,0,B000003097,인천논현초등학교,남동구,1.1766,0.0,1.29,0,B000003087,인천원동초등학교,남동구,1.183,258.7,1.19,0,,,,,,,
B000025210,인천연송초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,6,4051,1116,34.829,0.2157,86.692,"학생수 추세는 연간 +34.8명 수준으로, KNN 비교군 평균 +33.3명과 비슷한 학생 수가 늘어나는 흐름입니다. | 현재 학생수는 1,116명으로, KNN 비교군 696~1,305명 범위에 가깝습니다 (평균 1,084명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 110.1m 더 가깝습니다,유사학교 평균보다 녹지 비율이 16.5%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,329.9,16.77,0.25,B000002975,인천용현남초등학교,미추홀구,1.9264,992.7,0.0,0,B000003159,인천발산초등학교,서구,2.2415,203.0,15.18,0,B000024924,인천하늘초등학교,중구,2.2914,124.0,51.56,1,B000025228,인천예송초등학교,연수구,2.5193,0.0,0.33,0,,,,,,,
B000003062,인천연수초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,6,6074,271,-22.229,-0.1173,13.862,"최근 1년 학생수 증감률은 -11.7%로, KNN 비교군 -16.8~-7.8% 범위와 유사합니다 (평균 -12.1%). | 현재 학생수는 271명으로, KNN 비교군 190~384명 범위에 가깝습니다 (평균 302명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 3.2%p 더 낮습니다 | 유사학교 평균보다 최근접 공원 거리가 112.9m 더 멉니다,260.1,3.16,0.0,B000003011,인천갈산초등학교,부평구,0.5037,359.8,4.01,0,B000003085,인천장도초등학교,남동구,0.7217,298.0,0.78,0,B000003103,인천담방초등학교,남동구,0.8007,21.6,5.21,0,B000003060,인천동막초등학교,연수구,0.9761,360.8,2.65,0,,,,,,,
B000003054,인천연화초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,5,5976,608,-17.0,-0.0588,13.23,"현재 학생수는 608명으로, KNN 비교군 276~749명 범위에 가깝습니다 (평균 504명). | 500m 안 대단지 아파트는 5개로, KNN 비교군도 4~5개 범위에 몰려 있습니다 (세대수 평균 5,152세대). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 1.0%p 더 높습니다,유사학교 평균보다 최근접 공원 거리가 179.2m 더 멉니다,234.2,3.58,0.0,B000003061,인천서면초등학교,연수구,0.8005,594.5,3.18,0,B000003016,인천부일초등학교,부평구,1.0232,0.0,4.69,0,B000003046,인천굴포초등학교,부평구,1.0278,342.5,5.17,0,B000003097,인천논현초등학교,남동구,1.0384,0.0,1.29,0,,,,,,,
B000025228,인천예송초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,5,3951,1185,87.314,0.018,153.937,"학생수 추세는 연간 +87.3명 수준으로, KNN 비교군 평균 +86.1명과 비슷한 학생 수가 늘어나는 흐름입니다. | 현재 학생수는 1,185명으로, KNN 비교군 801~1,358명 범위에 가깝습니다 (평균 1,129명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 561.7m 더 가깝습니다,유사학교 평균보다 녹지 비율이 3.7%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,561.7,4.0,0.5,B000002985,인천서화초등학교,미추홀구,1.219,218.1,5.85,1,B000025222,인천현송초등학교,연수구,2.0471,2024.0,0.0,0,B000025751,인천경연초등학교,서구,2.252,4.6,3.18,1,B000025196,인천장서초등학교,남동구,2.3448,0.0,6.96,0,,,,,,,
B000003064,인천옥련초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,5,3977,747,-48.629,-0.0778,21.914,"학교 주변 아동 규모는 891명으로, KNN 비교군 736~1,075명 범위와 비슷합니다 (평균 839명). | 최근 1년 학생수 증감률은 -7.8%로, KNN 비교군 -11.9~-1.6% 범위와 유사합니다 (평균 -6.4%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 도보권 놀이터 수가 2개 더 많습니다,유사학교 평균보다 녹지 비율이 0.2%p 더 낮습니다 | 유사학교 평균보다 최근접 공원 거리가 14.9m 더 멉니다,227.5,0.77,0.5,B000003051,인천능허대초등학교,연수구,0.6475,204.8,0.94,2,B000003101,인천인동초등학교,남동구,1.2883,215.9,0.71,0,B000003074,인천간석초등학교,남동구,1.5977,185.4,1.15,0,B000003006,인천부평서초등학교,부평구,1.7525,304.0,0.29,0,,,,,,,
B000025248,인천은송초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,1,2100,1502,229.829,0.0183,133.144,"학교 주변 아동 규모는 377명으로, KNN 비교군 239~669명 범위와 비슷합니다 (평균 386명). | 최근 1년 학생수 증감률은 +1.8%로, KNN 비교군 -2.2~7.9% 범위와 유사합니다 (평균 +2.8%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 도보권 놀이터 수가 5개 더 많습니다,유사학교 평균보다 최근접 공원 거리가 1293.5m 더 멉니다 | 유사학교 평균보다 녹지 비율이 3.8%p 더 낮습니다,281.6,3.75,0.75,B000025751,인천경연초등학교,서구,2.7189,4.6,3.18,1,B000025690,인천별빛초등학교,중구,3.0311,457.0,5.97,0,B000002985,인천서화초등학교,미추홀구,3.0318,218.1,5.85,1,B000003146,인천봉수초등학교,서구,3.0932,446.5,0.0,1,,,,,,,
B000003053,인천중앙초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,8,7466,248,-27.229,-0.1448,12.254,"최근 1년 학생수 증감률은 -14.5%로, KNN 비교군 -16.8~-11.3% 범위와 유사합니다 (평균 -13.5%). | 학교 주변 아동 규모는 101명으로, KNN 비교군 51~175명 범위와 비슷합니다 (평균 124명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 7.4%p 더 높습니다,유사학교 평균보다 최근접 공원 거리가 164.9m 더 멉니다,190.6,2.74,0.0,B000003116,인천길주초등학교,계양구,0.7812,69.6,4.99,0,B000003103,인천담방초등학교,남동구,0.9991,21.6,5.21,0,B000003085,인천장도초등학교,남동구,1.0298,298.0,0.78,0,B000003062,인천연수초등학교,연수구,1.1173,373.0,0.0,0,,,,,,,
B000025236,인천첨단초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,4,7113,1582,-29.771,-0.0516,57.515,"최근 1년 학생수 증감률은 -5.2%로, KNN 비교군 -6.7~0.6% 범위와 유사합니다 (평균 -4.8%). | 500m 안 대단지 아파트는 4개로, KNN 비교군도 4~7개 범위에 몰려 있습니다 (세대수 평균 6,062세대). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 29.2%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,90.9,29.18,0.25,B000025189,인천송명초등학교,연수구,1.3361,95.0,0.27,0,B000027505,인천중산초등학교,중구,1.6154,55.7,95.92,1,B000025196,인천장서초등학교,남동구,1.9863,0.0,6.96,0,B000026469,인천한별초등학교,서구,2.1088,213.0,13.59,0,,,,,,,
B000003057,인천청량초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,1986,450,-64.543,-0.1036,17.634,"학교 주변 아동 규모는 352명으로, KNN 비교군 244~413명 범위와 비슷합니다 (평균 353명). | 최근 1년 학생수 증감률은 -10.4%로, KNN 비교군 -14.5~-7.7% 범위와 유사합니다 (평균 -11.5%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 32.8m 더 가깝습니다,유사학교 평균보다 녹지 비율이 0.5%p 더 낮습니다,329.3,3.78,0.0,B000003153,인천완정초등학교,서구,0.6172,379.2,5.47,0,B000002967,인천서흥초등학교,동구,0.6474,505.5,5.24,0,B000003156,인천왕길초등학교,서구,0.7216,0.0,3.51,0,B000003126,인천부현초등학교,계양구,0.7519,432.5,0.89,0,,,,,,,
B000003056,인천청학초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,3,2140,443,-18.114,-0.0453,2.315,"현재 학생수는 443명으로, KNN 비교군 291~567명 범위에 가깝습니다 (평균 446명). | 학교 주변 아동 규모는 290명으로, KNN 비교군 140~368명 범위와 비슷합니다 (평균 254명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 19.0%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 146.6m 더 가깝습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,277.9,3.98,0.0,B000003112,인천성지초등학교,계양구,0.7351,430.2,3.14,0,B000003153,인천완정초등학교,서구,0.7833,379.2,5.47,0,B000003156,인천왕길초등학교,서구,0.8374,0.0,3.51,0,B000003052,인천선학초등학교,연수구,0.8646,302.1,3.81,0,,,,,,,
B000003049,인천축현초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,3,2185,258,-30.0,-0.101,10.907,"학교 주변 아동 규모는 199명으로, KNN 비교군 158~266명 범위와 비슷합니다 (평균 200명). | 최근 1년 학생수 증감률은 -10.1%로, KNN 비교군 -12.7~-7.0% 범위와 유사합니다 (평균 -10.2%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 2.5%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,261.3,4.26,1.0,B000003171,인천검암초등학교,서구,0.605,150.6,5.69,0,B000003112,인천성지초등학교,계양구,0.6739,430.2,3.14,0,B000002957,인천공항초등학교,중구,0.7076,49.8,5.77,4,B000003161,인천금곡초등학교,서구,0.7135,414.5,2.47,0,,,,,,,
B000003055,인천함박초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,0,0,0,1,0,0,454,-10.114,-0.1654,43.26,"500m 안 대단지 아파트는 0개로, KNN 비교군도 0~0개 범위에 몰려 있습니다 (세대수 평균 0세대). | 학교 주변 아동 규모는 487명으로, KNN 비교군 352~510명 범위와 비슷합니다 (평균 434명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 84.2%p 더 높습니다,유사학교 평균보다 최근접 공원 거리가 85.3m 더 멉니다,186.5,2.03,0.0,B000002980,인천관교초등학교,미추홀구,0.9767,201.4,1.67,0,B000003040,인천동암초등학교,부평구,1.1141,152.1,1.14,0,B000003125,인천부평초등학교,계양구,1.1362,144.2,0.66,0,B000003094,인천신월초등학교,남동구,1.2107,248.3,4.63,0,,,,,,,
B000003066,인천해송초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,3,2293,555,-60.229,-0.1395,25.602,"학생수 추세는 연간 -60.2명 수준으로, KNN 비교군 평균 -60.9명과 비슷한 학생 수가 줄어드는 흐름입니다. | 현재 학생수는 555명으로, KNN 비교군 450~753명 범위에 가깝습니다 (평균 541명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 45.9%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 225.4m 더 가깝습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,450.6,6.87,0.0,B000003156,인천왕길초등학교,서구,0.5454,0.0,3.51,0,B000003057,인천청량초등학교,연수구,0.8176,296.5,3.23,0,B000003009,인천대정초등학교,부평구,0.8607,1287.1,0.0,0,B000025256,인천송원초등학교,연수구,0.8822,219.0,20.73,0,,,,,,,
