학교ID,학교명,gu,similarity_group,knn_k,similarity_features,selection_features,comparison_features,redev_status_simple,large_apt_flag,redev_none,redev_completed,redev_planned,large_apt_count_500m,large_apt_households_500m,current_students_2025,student_slope,recent_student_change_pct,trend_volatility,common_points,relative_strengths,relative_weaknesses,peer_avg_nearest_park_dist_m,peer_avg_iso_green_ratio,peer_avg_iso_playground_count,similar_school_1_id,similar_school_1_name,similar_school_1_gu,similar_school_1_distance,similar_school_1_nearest_park_dist_m,similar_school_1_iso_green_ratio,similar_school_1_iso_playground_count,similar_school_2_id,similar_school_2_name,similar_school_2_gu,similar_school_2_distance,similar_school_2_nearest_park_dist_m,similar_school_2_iso_green_ratio,similar_school_2_iso_playground_count,similar_school_3_id,similar_school_3_name,similar_school_3_gu,similar_school_3_distance,similar_school_3_nearest_park_dist_m,similar_school_3_iso_green_ratio,similar_school_3_iso_playground_count,similar_school_4_id,similar_school_4_name,similar_school_4_gu,similar_school_4_distance,similar_school_4_nearest_park_dist_m,similar_school_4_iso_green_ratio,similar_school_4_iso_playground_count,similar_school_5_id,similar_school_5_name,similar_school_5_gu,similar_school_5_distance,similar_school_5_nearest_park_dist_m,similar_school_5_iso_green_ratio,similar_school_5_iso_playground_count
B000003091,인천주원초등학교,남동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,1,922,242,-3.314,-0.0359,21.867,"500m 안 대단지 아파트는 1개로, KNN 비교군도 0~2개 범위에 몰려 있습니다 (세대수 평균 628세대). | 학교 주변 아동 규모는 137명으로, KNN 비교군 72~148명 범위와 비슷합니다 (평균 118명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 0.5%p 더 낮습니다 | 유사학교 평균보다 최근접 공원 거리가 111.3m 더 멉니다,402.4,0.46,0.0,B000003119,인천소양초등학교,계양구,0.7272,244.0,1.27,0,B000002949,인천신흥초등학교,중구,0.8402,121.0,0.0,0,B000003143,인천신석초등학교,서구,0.8453,664.8,0.56,0,B000002951,인천신선초등학교,중구,1.0541,579.7,0.0,0,,,,,,,
B000022832,인천한빛초등학교,남동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,5,4445,923,-55.571,-0.0779,28.851,"최근 1년 학생수 증감률은 -7.8%로, KNN 비교군 -10.9~-3.4% 범위와 유사합니다 (평균 -7.8%). | 학생수 추세는 연간 -55.6명 수준으로, KNN 비교군 평균 -44.6명과 비슷한 학생 수가 줄어드는 흐름입니다. | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 2.5%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 5.0m 더 가깝습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,121.7,18.08,0.0,B000025193,인천만월초등학교,남동구,0.625,310.1,7.25,0,B000003089,인천고잔초등학교,남동구,0.828,80.4,11.65,0,B000003068,인천먼우금초등학교,연수구,0.8524,0.0,51.65,0,B000003140,인천초은초등학교,서구,0.8602,96.3,1.76,0,,,,,,,
B000002970,영화초등학교,동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,1,992,373,33.543,0.1235,12.322,"현재 학생수는 373명으로, KNN 비교군 244~499명 범위에 가깝습니다 (평균 334명). | 500m 안 대단지 아파트는 1개로, KNN 비교군도 0~1개 범위에 몰려 있습니다 (세대수 평균 184세대). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 96.6m 더 멉니다 | 유사학교 평균보다 녹지 비율이 4.8%p 더 낮습니다,208.5,5.29,0.75,B000002965,인천창영초등학교,동구,1.9128,43.4,0.55,0,B000002960,인성초등학교,중구,1.947,182.1,18.61,3,B000003050,인천송도초등학교,연수구,2.3295,459.8,0.28,0,B000003070,인천남촌초등학교,남동구,2.641,148.9,1.72,0,,,,,,,
B000002969,인천동명초등학교,동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,0,0,0,1,0,0,438,29.171,0.0478,9.972,"현재 학생수는 438명으로, KNN 비교군 242~699명 범위에 가깝습니다 (평균 472명). | 500m 안 대단지 아파트는 0개로, KNN 비교군도 0~1개 범위에 몰려 있습니다 (세대수 평균 230세대). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 356.9m 더 멉니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,293.4,2.8,0.25,B000003090,인천약산초등학교,남동구,1.0577,319.0,11.19,0,B000002987,인천주안북초등학교,미추홀구,1.5183,279.4,0.0,0,B000002950,인천신광초등학교,중구,1.5777,61.3,0.0,1,B000003091,인천주원초등학교,남동구,1.7036,513.7,0.0,0,,,,,,,
B000002963,인천만석초등학교,동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,1,560,263,-45.686,-0.1651,11.91,"500m 안 대단지 아파트는 1개로, KNN 비교군도 1~1개 범위에 몰려 있습니다 (세대수 평균 958세대). | 최근 1년 학생수 증감률은 -16.5%로, KNN 비교군 -21.5~-11.5% 범위와 유사합니다 (평균 -14.5%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 132.7m 더 가깝습니다,유사학교 평균보다 녹지 비율이 8.0%p 더 낮습니다,243.3,9.6,0.0,B000003135,인천공촌초등학교,서구,0.5344,248.8,20.32,0,B000003122,인천계양초등학교,계양구,0.5821,161.3,2.09,0,B000003142,인천심곡초등학교,서구,0.5869,163.0,14.35,0,B000003118,인천양촌초등학교,계양구,0.5939,400.2,1.63,0,,,,,,,
B000002968,인천서림초등학교,동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,1,863,488,-36.0,-0.0597,14.513,"최근 1년 학생수 증감률은 -6.0%로, KNN 비교군 -13.7~1.2% 범위와 유사합니다 (평균 -6.3%). | 현재 학생수는 488명으로, KNN 비교군 214~699명 범위에 가깝습니다 (평균 424명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 0.9%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,570.8,0.87,0.25,B000002973,인천용일초등학교,미추홀구,1.0105,331.7,0.89,0,B000003035,인천산곡남초등학교,부평구,1.0219,1002.6,0.0,0,B000002972,인천용정초등학교,미추홀구,1.1155,887.7,2.6,0,B000002950,인천신광초등학교,중구,1.2573,61.3,0.0,1,,,,,,,
B000002967,인천서흥초등학교,동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,1075,329,-58.143,-0.141,26.115,"최근 1년 학생수 증감률은 -14.1%로, KNN 비교군 -16.7~-10.4% 범위와 유사합니다 (평균 -14.1%). | 학교 주변 아동 규모는 386명으로, KNN 비교군 298~524명 범위와 비슷합니다 (평균 397명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 3.0%p 더 높습니다,유사학교 평균보다 최근접 공원 거리가 89.9m 더 멉니다,415.6,2.28,0.0,B000003126,인천부현초등학교,계양구,0.4339,432.5,0.89,0,B000003128,인천작전초등학교,계양구,0.4955,420.7,5.0,0,B000003057,인천청량초등학교,연수구,0.6474,296.5,3.23,0,B000003147,인천신현북초등학교,서구,0.8333,512.9,0.0,0,,,,,,,
B000002966,인천송림초등학교,동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,1,2562,434,27.0,-0.0746,43.536,"학교 주변 아동 규모는 480명으로, KNN 비교군 156~654명 범위와 비슷합니다 (평균 470명). | 현재 학생수는 434명으로, KNN 비교군 249~633명 범위에 가깝습니다 (평균 383명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 도보권 놀이터 수가 2개 더 많습니다 | 유사학교 평균보다 녹지 비율이 0.8%p 더 높습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,359.4,1.09,0.0,B000003108,인천효성남초등학교,계양구,1.7125,121.0,3.26,0,B000003169,인천신현초등학교,서구,1.7675,602.1,0.2,0,B000002986,인천대화초등학교,미추홀구,2.0353,254.6,0.62,0,B000003050,인천송도초등학교,연수구,2.4522,459.8,0.28,0,,,,,,,
B000002964,인천송현초등학교,동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,4,4411,347,-69.914,-0.1874,26.718,"500m 안 대단지 아파트는 4개로, KNN 비교군도 3~6개 범위에 몰려 있습니다 (세대수 평균 4,450세대). | 학생수 추세는 연간 -69.9명 수준으로, KNN 비교군 평균 -61.3명과 비슷한 학생 수가 줄어드는 흐름입니다. | 학교 유형은 기존학교이며, KNN 비교군의 100%도 같은 유형입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 20.2%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,181.3,20.38,0.25,B000002991,인천인주초등학교,미추홀구,1.2264,222.5,1.59,0,B000003100,인천조동초등학교,남동구,1.3848,287.3,7.57,0,B000003092,인천송천초등학교,남동구,1.4964,180.7,71.48,1,B000003086,인천동방초등학교,남동구,1.5072,34.6,0.87,0,,,,,,,
B000002965,인천창영초등학교,동구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,0,0,0,1,0,0,244,15.657,-0.0081,27.298,"최근 1년 학생수 증감률은 -0.8%로, KNN 비교군 -8.4~12.3% 범위와 유사합니다 (평균 -1.0%). | 학생수 추세는 연간 +15.7명 수준으로, KNN 비교군 평균 -3.4명과 비슷한 학생 수가 늘어나는 흐름입니다. | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 230.6m 더 가깝습니다,유사학교 평균보다 녹지 비율이 4.7%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,274.0,5.27,0.75,B000002960,인성초등학교,중구,0.9137,182.1,18.61,3,B000003070,인천남촌초등학교,남동구,1.3698,148.9,1.72,0,B000003050,인천송도초등학교,연수구,1.5899,459.8,0.28,0,B000002970,영화초등학교,동구,1.9128,305.1,0.48,0,,,,,,,
B000002981,인천경원초등학교,미추홀구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,6,5331,941,-80.114,-0.082,13.673,"최근 1년 학생수 증감률은 -8.2%로, KNN 비교군 -10.9~-2.6% 범위와 유사합니다 (평균 -7.6%). | 학교 주변 아동 규모는 595명으로, KNN 비교군 480~654명 범위와 비슷합니다 (평균 568명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 215.7m 더 가깝습니다,유사학교 평균보다 녹지 비율이 1.0%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,288.9,1.47,0.5,B000003113,인천화전초등학교,계양구,1.5579,425.8,0.08,0,B000003108,인천효성남초등학교,계양구,3.5148,121.0,3.26,0,B000002966,인천송림초등학교,동구,3.6845,354.2,1.93,2,B000002986,인천대화초등학교,미추홀구,3.7134,254.6,0.62,0,,,,,,,
B000002980,인천관교초등학교,미추홀구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,0,0,0,1,0,0,431,-54.171,-0.1414,15.052,"500m 안 대단지 아파트는 0개로, KNN 비교군도 0~0개 범위에 몰려 있습니다 (세대수 평균 0세대). | 학생수 추세는 연간 -54.2명 수준으로, KNN 비교군 평균 -45.2명과 비슷한 학생 수가 줄어드는 흐름입니다. | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 75.6m 더 가깝습니다 | 유사학교 평균보다 녹지 비율이 0.1%p 더 높습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,277.0,1.61,0.0,B000003125,인천부평초등학교,계양구,0.7299,144.2,0.66,0,B000003040,인천동암초등학교,부평구,0.8311,152.1,1.14,0,B000003079,인천만수북초등학교,남동구,0.9056,563.4,0.0,0,B000003094,인천신월초등학교,남동구,0.9389,248.3,4.63,0,,,,,,,
