학교ID,학교명,gu,iso_park_count,iso_park_area,buf_park_count,buf_park_area,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,iso_green_ratio,iso_green_ratio_raw,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,case_label,priority_rank,is_island_tag,student_slope,is_new_school,nearest_park_dist_m,apt_blocked_m2,apt_gap_ratio,access_ratio,blocked_park_count,blocked_park_intersect_m2,current_green_ratio,corrected_green_ratio,green_ratio_delta,iso_green_ratio_before_apt
B000025246,인천미송초등학교,연수구,2,33064.21,1,67488.95077630586,264,160,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,4,1.0,0,0,0,없음,6.7263,6.7263,0,0,0,0,491563.29,1,641.2133137869869,high,접근 양호,6,0,124.82857142857148,0,489.0,277912,0.394,2.0,1,32423,0.0,6.7263,6.7263,0.3001214367755984
B000025248,인천은송초등학교,연수구,0,0.0,0,0.0,377,213,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,1,4.0,0,0,0,없음,0.0,0.0,6,0,0,0,253421.46634089889,0,0.0,,공원 접근 불가,13,0,229.82857142857148,0,1575.0,165078,0.247,0.0,0,0,0.0,0.0,0.0,0.0
B000025256,인천송원초등학교,연수구,2,45891.39395390289,2,219108.62988401146,184,120,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,3598816.642602941,4,1.0,0,0,0,없음,11.010193549413248,11.010193549413248,0,0,0,0,416808.24,2,45891.39395390289,high,접근 양호,17,0,-54.400000000000006,0,219.0,106813,0.19,1.0,1,15781,20.7336,11.0102,-9.7234,20.37699471811736
B000025512,인천용학초등학교,미추홀구,0,0.0,5,41302.85641214553,24,13,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,484024.09,0,0.0,low,접근 가능하나 녹지 부족,24,0,-4.942857142857145,0,0.0,285299,0.373,0.0,3,9720,0.0,0.0,0.0,3.488395452660252
B000025677,인천주안초등학교,미추홀구,2,5149.919055657462,3,10865.29262696236,448,266,Q4,2.8823529411764706,-0.8823529411764706,131177.18088235296,-119153.08088235297,3,2.0,0,0,0,없음,1.2079318356535438,1.2079318356535438,0,0,0,0,426341.86,2,5149.919055657462,middle,"접근 가능, 중간 수준",9,0,41.74285714285715,0,64.8,81554,0.164,0.6666666666666666,2,5570,1.8002,1.2079,-0.5923,2.5968716696319767
B000025690,인천별빛초등학교,중구,1,11175.529930240229,2,36045.082956407685,336,198,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,-124325.72647058824,3,2.0,0,0,0,없음,1.9764696712226946,1.9764696712226946,1,0,1,1,565428.86,1,11175.529930240229,middle,"접근 가능, 중간 수준",41,0,207.8,0,544.0,279158,0.468,0.5,12,4232,5.9691,1.9765,-3.9926,3.903830736191085
B000025751,인천경연초등학교,서구,3,6920.205605500783,5,35518.444764153355,239,137,Q3,2.485294117647059,1.5147058823529411,144452.72647058824,-133829.62647058823,3,2.0,0,0,0,없음,1.6125045747634368,1.6125045747634368,1,0,0,0,429158.82,3,6920.205605500783,middle,"접근 가능, 중간 수준",28,0,114.85714285714286,0,153.7,126870,0.224,0.6,0,0,3.1814,1.6125,-1.5689,3.415467444985615
B000025752,인천도담초등학교,서구,2,33000.21005609812,2,107076.6448461337,751,499,Q4,2.8823529411764706,-0.8823529411764706,131177.18088235296,573612.919117647,4,1.0,0,0,0,없음,6.6871093790140765,6.6871093790140765,0,0,0,0,493489.91,2,33000.21005609812,high,접근 양호,5,0,-59.22857142857144,0,215.1,113032,0.245,1.0,1,50120,10.1341,6.6871,-3.447,9.150174037555688
B000025756,인천청호초등학교,서구,3,69317.18599335007,3,93447.71839934011,431,307,Q4,2.8823529411764706,0.1176470588235294,131177.18088235296,-37579.18088235296,4,1.0,0,0,0,없음,11.398794239703196,11.398794239703196,0,0,0,0,608109.81,3,69317.18599335007,high,접근 양호,19,0,47.2,0,156.0,296956,0.555,1.0,0,0,27.8124,11.3988,-16.4136,29.33706983659668
B000026155,인천한들초등학교,서구,0,0.0,0,0.0,65,32,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,416576.78,0,0.0,low,접근 가능하나 녹지 부족,21,0,,1,91.0,142227,0.224,0.0,0,0,0.0,0.0,0.0,8.94369264913302
B000026332,인천백석초등학교,서구,4,13089.362002103453,5,76325.80167305464,208,136,Q2,1.9852941176470589,2.014705882352941,128374.85739705882,-89513.85739705882,3,2.0,0,0,0,없음,3.0497324473992093,3.0497324473992093,0,0,0,0,429197.06,4,13089.362002103453,middle,"접근 가능, 중간 수준",65,0,-44.00000000000001,0,159.3,156958,0.256,0.8,2,6288,7.6404,3.0497,-4.5907,6.463629394463831
B000026333,인천가원초등학교,서구,0,0.0,0,0.0,559,350,Q4,2.8823529411764706,-2.8823529411764706,131177.18088235296,-131177.18088235296,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,507726.46,0,0.0,low,접근 가능하나 녹지 부족,18,0,25.171428571428585,0,98.0,222359,0.39,0.0,0,0,0.0,0.0,0.0,25.408175790255928
B000026466,인천아라초등학교,서구,1,9268.472886045543,2,56368.049518097214,135,75,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-80167.95739705881,3,2.0,0,0,0,없음,2.0613694708265586,2.0613694708265586,0,0,1,0,449626.96,1,9268.472886045543,middle,"접근 가능, 중간 수준",45,0,,1,166.0,233982,0.321,0.5,2,18069,16.4921,2.0614,-14.4307,20.28438382367893
B000026467,인천해든초등학교,서구,3,1905.4565786960602,5,92915.92806104016,357,180,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-86718.32647058825,2,3.0,0,0,0,없음,0.2995711136080139,0.2995711136080139,0,0,0,0,636061.52,3,1905.4565786960602,low,접근 가능하나 녹지 부족,46,0,233.3999999999999,0,175.0,385407,0.57,0.6,4,24207,1.7364,0.2996,-1.4368,10.896600873286037
B000026468,인천아람초등학교,서구,1,236.3137804556379,6,51771.866014218875,212,103,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-126091.65739705882,2,3.0,0,0,0,없음,0.07145916965163551,0.07145916965163551,0,0,1,0,330697.63,1,236.3137804556379,low,접근 가능하나 녹지 부족,32,0,,1,78.9,117128,0.163,0.16666666666666666,2,3941,0.3537,0.0715,-0.2822,1.0673493442872086
B000026469,인천한별초등학교,서구,2,12808.217129135068,4,126078.97463210554,427,254,Q4,2.8823529411764706,-0.8823529411764706,131177.18088235296,-13687.180882352955,3,2.0,0,0,0,없음,2.2100294240784883,2.2100294240784883,0,0,1,0,579549.62,2,12808.217129135068,middle,"접근 가능, 중간 수준",48,0,46.3,0,213.0,319681,0.463,0.5,3,23034,13.5858,2.21,-11.3758,36.55322423641151
B000026470,인천이음초등학교,서구,0,0.0,3,32502.312607448683,370,222,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,656427.72,0,0.0,low,접근 가능하나 녹지 부족,15,0,,1,190.0,412653,0.588,0.0,1,3208,0.0,0.0,0.0,11.016249147847596
B000026471,인천신검단초등학교,서구,0,0.0,0,0.0,16,10,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,483339.3,0,0.0,low,접근 가능하나 녹지 부족,20,0,,1,95.0,252734,0.357,0.0,0,0,0.0,0.0,0.0,8.438980099683175
B000026504,인천송담초등학교,연수구,1,53225.99815352567,3,59676.975752981314,163,99,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,4,1.0,0,0,0,없음,20.733643281479043,20.733643281479043,0,0,1,0,256713.19522059785,1,53225.99815352567,high,접근 양호,35,0,16.200000000000014,0,59.0,254466,0.358,0.3333333333333333,1,29102,0.0,20.7336,20.7336,20.73364328147904
B000027505,인천중산초등학교,중구,6,147084.85920482862,8,439040.7537717374,312,203,Q3,2.485294117647059,4.514705882352941,144452.72647058824,939291.7735294118,4,1.0,0,0,0,없음,24.153931989948866,24.153931989948866,4,0,0,0,608947.89,6,147084.85920482862,high,접근 양호,37,0,8.485714285714291,0,55.7,334119,0.528,0.75,14,197010,95.9158,24.1539,-71.7619,88.08251384849977
